Case Number,Date,Year,Type,Country,Area,Location,Activity,Sex ,Age,Injury,Fatal,Time,Species ,
2014.03.18.b,18-Mar-14,2014,Unprovoked,AUSTRALIA,Victoria,Winkipop Beach,Surfing,M,42,Shark leapt onto surfboard; surfer uninjured ,Not Fatal,Morning,,
2014.03.18,18-Mar-14,2014,Invalid,AUSTRALIA,New South Wales,Lennox Head,,F,10,"Injuries to wrist/hand by a mackerel, not a shark",Unknown,17h00,No shark involvement,
2014.03.12,12-Mar-14,2014,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Swimming,M,,Minor lacerations to foot,Not Fatal,18h00,Wobbegong shark,
2014.03.02,02-Mar-14,2014,Unprovoked,USA,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Surfing,M,21,Lacerations to toes,Not Fatal,,Blacktip or spinner shark?,
2014.02.08,08-Feb-14,2014,Unprovoked,AUSTRALIA,South Australia,"Goldsmith Beach, Yorke Peninsula",Spearfishing / Free diving,M,28,FATAL,Fatal,12h00,,
2014.02.07,07-Feb-14,2014,Unprovoked,NEW ZEALAND,South Island,Porpoise Bay,Surfing,M,28,Lacerations to leg,Not Fatal,20h30,7-gill shark?,
2014.01.26,26-Jan-14,2014,Provoked,AUSTRALIA,New South Wales,Umina Beach,Fishing,M,,Lacerations to ring and pinky fingers of his left hand by hooked shark PROVOKED INCIDENT,Not Fatal,,1m shark,
2014.01.25,25-Jan-14,2014,Unprovoked,NEW ZEALAND,South Island,Garden Bay near Cosy Nook,Spearfishing,M,24,Minor injury to left lower leg & heel,Not Fatal,,7-gill shark,
2014.00.00.b,2014,2014,Unprovoked,USA,Hawaii,,Free diving / Photographing pilot whales,M,,"""Minor laceration to shoulder""",Not Fatal,,Oceanic whitetip shark,
2014.00.00,2014,2014,Watercraft,NEW ZEALAND,Unknown,Stewart Island,Filming a documentary,,,"No injury to occupants, shark nudged and bit boat",Not Fatal,,"White shark, 6 m",
2013.12.25,25-Dec-13,2013,Unprovoked,NEW CALEDONIA,North Province,"Lindéralique, Hienghène",Snorkeling,M,37,Leg bitten,Not Fatal,11h00,Reported to involve a bull shark,
2013.12.16,16-Dec-13,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Die Platt,Surfing,M,19,Injuries to left thigh,Not Fatal,08h45,"White shark, 3m ",
2013.12.11,11-Dec-13,2013,Unprovoked,USA,Hawaii,"Ninole Bay, Hawaii County",Boogie boarding,M,29,Lacerations to right hand & knee,Not Fatal,08h00,"Tiger shark, 10' to 12'",
2013.12.10,10-Dec-13,2013,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,M,30,Right foot bitten,Not Fatal,14h30,4' to 6' shark,
2013.12.05,05-Dec-13,2013,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",Surfing,M,26,"Puncture wounds to hand, laceration to leg",Not Fatal,18h15," Wobbegong shark, 1.6 to 1.8m ",
2013.12.02,02-Dec-13,2013,Unprovoked,USA,Hawaii,"Between  Makena & Molokini, Maui",Kayaking / Fishing,M,57,FATAL,Fatal,09h00,,
2013.11.30,30-Nov-13,2013,Unprovoked,AUSTRALIA,New South Wales,"Riecks Point,  Campbell’s Beach, ",Body boarding,M,19,FATAL,Fatal,14h00,"Tiger shark, 3m ",
2013.11.29,29-Nov-13,2013,Unprovoked,USA,Hawaii,"Keawekapu Beach, Kihei, Maui",Snorkeling,F,58,Right calf bitten,Not Fatal,13h00,,
2013.11.23.a,23-Nov-13,2013,Unprovoked,AUSTRALIA,Western Australia,Gracetown,Surfing,M,35,FATAL,Fatal,09h00,Thought to involve a white shark,
2013.11.22,22-Nov-13,2013,Unprovoked,USA,Oregon,"Gleneden Beach, Lincoln County",Surfing,M,25,"No injury, board bitten",Not Fatal,10h30,"White shark, 10 '",
2013.11.12,12-Nov-13,2013,Unprovoked,AUSTRALIA,Western Australia,"Trigg Beach, Perth",Surfing,M,,"No injury, board bumped by shark",Not Fatal,15h00,Reported to involve a white shark,
2013.11.10,10-Nov-13,2013,Provoked,BAHAMAS,Unknown,Off Cape Eleuthera,Shark fishing,M,77,Injuries to arm & leg by hooked shark   PROVOKED INCIDENT,Not Fatal,11h00,,
2013.11.07.b,07-Nov-13,2013,Unprovoked,USA,New Jersey,"Bay Head, Ocean County",Body boarding,M,16,"No injury, swim fin bitten",Not Fatal,Afternoon,,
2013.11.07.a,07-Nov-13,2013,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,M,,Foot bitten,Not Fatal,,,
2013.10.31,31-Oct-13,2013,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui",Kiteboarding,M,46,Severe bite to right calf & anklel,Not Fatal,15h19,Tiger shark,
2013.10.28,28-Oct-13,2013,Unprovoked,AUSTRALIA,Western Australia,Turquoise Bay,Snorkeling,F,60,Lacerations to right arm,Not Fatal,Afternoon,"Blacktip reef shark, 1m",
2013.10.26.b,26-Oct-13,2013,Unprovoked,REUNION,d’Étang-Salé,Ravine Mula,Body boarding,M,24,Right leg severed,Not Fatal,16h30,Thought to involve a bull shark,
2013.10.26.a,26-Oct-13,2013,Unprovoked,AUSTRALIA,Western Australia,"Little Island, near Hillarys",Diving for crayfish,M,,"No injury, swim fin shredded",Not Fatal,10h55,Reported to involve a 4 m white shark,
2013.10.24,24-Oct-13,2013,Unprovoked,AUSTRALIA,New South Wales,South Narrabeen Beach,Surfing,M,41,Injuries to right foot,Not Fatal,18h15,Wobbegong shark,
2013.10.23,23-Oct-13,2013,Unprovoked,USA,Hawaii,"Waiehu, Maui",Diving ,M,45,"3"" laceration to left hip",Not Fatal,15h55,"Whitetip reef shark, 4' to 6'",
2013.10.20,20-Oct-13,2013,Unprovoked,USA,Hawaii,"Pila'a Beach, Kaua'i",Surfing,M,25,"No injury, shark bit surfboard",Not Fatal,11h00,Tiger shark,
2013.10.19,19-Oct-13,2013,Unprovoked,USA,Florida,Miami Beach,Wading,M,6,Bitten on left calf & foot,Not Fatal,Late afternoon,Nurse shark?,
2013.10.11,11-Oct-13,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Albatros Point, near Jeffrey's Bay",Swimming / snorkeling,M,74,FATAL,Fatal,11h30,White shark,
2013.10.08,08-Oct-13,2013,Unprovoked,AUSTRALIA,Western Australia,"Off Poison Creek, Cape Arid",Diving for Abalone,M,55,"Injuries to torso, head and face",Not Fatal,10h30,White shark,
2013.10.05,06-Oct-13,2013,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,45,Laceration to thigh,Not Fatal,08h45,"White shark, 8' to 10'",
2013.10.05,10-Oct-13,2013,Unprovoked,USA,Florida,"Destin, Okaloosa County",Wading,M,12,Lacerations to  right forearm,Not Fatal,15h30,Small bull shark,
2013.09.29.b,29-Sep-13,2013,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,50,Lacerations to hand,Not Fatal,10h00,,
2013.09.25, 25-Sep-2013,2013,Unprovoked,USA,Florida,"Panama City, Bay County",Standing,M,7,Laceration and puncture wounds to ankle,Not Fatal,10h30,,
2013.09.21.b, 21-Sep-2013,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,45,Lacerations to right foot,Not Fatal,13h00,,
2013.09.21.a, 21-Sep-2013,2013,Unprovoked,USA,Florida,"Carlin Park, Jupiter, Palm Beach County",Surfing,M,,Lacerations to left foream,Not Fatal,Morning,,
2013.09.14, 14-Sep-2013,2013,Unprovoked,USA,Florida,"Casino Beach, Pensacola, Escambia County",Swimming,M,21,Lacerations to right foot,Not Fatal,15h30,Bull shark,
2013.09.12, 12-Sep-2013,2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,F,13,Heel bitten,Not Fatal,13h00,3' shark,
2013.09.08,08-Sep-13,2013,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County",,F,,No details,Unknown,,,
2013.09.07.b, 07-Sep-2013,2013,Provoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,M,43,Foot bitten when he accidentally jumped onto the shark PROVOKED INCIDENT,Not Fatal,16h00,3' shark,
2013.09.07.a, 07-Sep-2013,2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",Standing,M,25,"Minor injury, shin bitten",Not Fatal,16h00,3' shark,
2013.09.02, 02-Sep-2013,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,17,Shoulder bitten,Not Fatal,13h00,,
2013.09.01.c, 01-Sep-2013,2013,Provoked,USA,Florida,Key West Aquarium,,M,3,Arm bitten by captive shark PROVOKED INCIDENT,Not Fatal,,Nurse shark,
2013.09.01.b, 01-Sep-2013,2013,Unprovoked,BAHAMAS,Unknown,,,M,,Leg injured,Not Fatal,,,
2013.09.01.a, 01-Sep-2013,2013,Unprovoked,USA,Florida,"St Augustine Beach, St Johns County",Casting a net,M,9,Lacerations to left calf,Not Fatal,12h00,4' shark,
2013.08.31.b,31-Aug-13,2013,Unprovoked,BAHAMAS,Unknown,Freetown Beach,Spearfishing,M,,Lower left leg bitten,Not Fatal,,Blacktip shark,
2013.08.31.a,31-Aug-13,2013,Unprovoked,USA,California,"Butterfly Beach, Montecito, Santa Barbara County",Swimming,M,,Foot bitten,Not Fatal,23h00,Salmon shark,
2013.08.29,29-Aug-13,2013,Invalid,USA,California,Catalina Channel,Marathon swimming,F,47,"Puncture wound to torso. Reported as a bite by a leopard shark, the tooth fragment appears to be that of a bony fish",Unknown,,No shark involvement,
2013.08.25.b, 25-Aug-2013,2013,Unprovoked,USA,Florida,"Winterhaven Park,           Ponce Inlet, Volusia County",Boogie boarding,F,11,Minor injury to left lower leg & heel,Not Fatal,17h00,,
2013.08.25, 25-Aug-2013,2013,Unprovoked,AUSTRALIA,New South Wales,Smiths,Wrangling a shark,M,,Lacerations to left forearm,Not Fatal,15h00,,
2013.08.18, 18-Aug-2013,2013,Unprovoked,USA,Hawaii,Pohoiki ,Surfing,M,16,Lacerations to buttocks & thigh,Not Fatal,13h00,,
2013.08.17,17-Aug-13,2013,Unprovoked,USA,California,"Pillar Point, Half-Moon Bay, San Mateo County",Surfing,F,,"No injury, shark bumped surfboard",Not Fatal,12h40,White shark,
2013.08.14, 14-Aug-2013,2013,Unprovoked,USA,Hawaii,"Makenat, Maui",Snorkeling,F,20,FATAL,Fatal,16h30,Tiger shark?,
2013.08.13, 13-Aug-2013,2013,Unprovoked,USA,Hawaii,"Ka'a Point, Maui",Kiteboarding,F,19,No injury & not on board. Board adrift when bitten by shark,Not Fatal,13h55,,
2013.08.11,11-Aug-13,2013,Unprovoked,USA,South Carolina,Folly Beach,Surfing,M,10,"No injury, shark became entangled in his surfboard leash",Not Fatal,17h30,"Bull shark, 8'",
2013.08.08.R,Reported 08-Aug-2013,2013,Unprovoked,SOUTH AFRICA,Unknown,,Attempting to free the shark,M,,"Unknown, but survived",Not Fatal,,Blacktip shark,
2013.08.05, 05-Aug-2013,2013,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Fishing,M,17,Minor injury to foot & shin,Not Fatal,15h00,"Bull shark, 6' to 8'",
2013.07.31,  31-Jul-2013,2013,Unprovoked,USA,Hawaii,"Ulua Beach, Maui",Snorkeling,F,56,"Lacerations to hand, face and torso",Not Fatal,08h45,,
2013.07.30,  30-Jul-2013,2013,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,32,Foot bitten,Not Fatal,,,
2013.07.29.c,28-Jul-13,2013,Unprovoked,BAHAMAS,Abaco Islands,Scotland Cay,Spearfishing,M,40,Leg bitten,Not Fatal,16h05,6' shark,
2013.07.29.b,  29-Jul-2013,2013,Unprovoked,MEXICO,Quintana Roo,,Wading,F,,Hip bitten,Not Fatal,11h00,,
2013.07.29.a,  29-Jul-2013,2013,Unprovoked,USA,Hawaii,"White Plains Beach, Oahu",Surfing,M,18,Lower leg bitten,Not Fatal,14h10,"Tiger shark, 8' to 10' ",
2013.07.28.b,28-Jul-13,2013,Unprovoked,BAHAMAS,Exuma Islands,Compass Cay,Cleaning fish,M,64,Bitten on left hand,Not Fatal,16h45,Nurse shark,
2013.07.28.a,28-Jul-13,2013,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay,Diving,M,50,Bitten on rear lower extremities,Not Fatal,11h15,,
2013.07.22,    22-Jul-2013,2013,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Swimming,F,18,FATAL,Fatal,13h20,,
2013.07.19,19-Jul-13,2013,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Walking in surf,F,50,Lacerations and abrasions to foot and ankle,Not Fatal,14h30,,
2013.07.17.R,Reported 17-Jul-2013,2013,Unprovoked,USA,Florida,"Butler Beach, St Augustine,       St. Johns County",Swimming ,M,teen,4 cuts to posterior calf,Not Fatal,,,
2013.07.15,15-Jul-13,2013,Unprovoked,REUNION,Saint-Paul,Le cimetière marin,Swimming & snorkeling,F,15,FATAL,Fatal,14h15,,
2013.07.11,11-Jul-13,2013,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Wading,F,63,Right foot bitten,Not Fatal,15h20,,
2013.07.02,02-Jul-13,2013,Unprovoked,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Body surfing,M,29,"No injury, holes in wetsuit ",Not Fatal,,,
2013.06.25.c,25-Jun-13,2013,Watercraft,USA,California,"Pacific State , San Mateo County",Kayaking / Fishing,M,,"No injury, kayak scratched",Not Fatal,15h30,White shark,
2013.06.25.b,25-Jun-13,2013,Unprovoked,USA,Florida,"Jacksonville, Duval County",Swimming,M,,Lacerations to left foot,Not Fatal,,"Possibly a Bull shark, 3'",
2013.06.25.a,25-Jun-13,2013,Unprovoked,USA,South Carolina,"Kiawah Island, Charleston County",Swimming,M,14,"Bitten on lower right leg, reported as a minor injury",Not Fatal,12h45,4' to 5' shark,
2013.06.18,18-Jun-13,2013,Unprovoked,USA,Hawaii,Kona Coast State Park,Swimming,M,28,Right thigh & calf bitten,Not Fatal,12h50,"Tiger shark, 14'",
2013.06.17,17-Jun-13,2013,Unprovoked,USA,Texas,"Surfside Beach, Brazoria County",Swimming,M,15,Left leg & hand bitten,Not Fatal,14h45,,
2013.06.16,16-Jun-13,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,Surfing,M,,Lacerations to knee,Not Fatal,Morning,,
2013.06.15,15-Jun-13,2013,Unprovoked,USA,Florida,"Atlantic Beach, Duval County",Surfing,F,,Lacerations to left ankle,Not Fatal,,,
2013.06.14.R,Reported 14-Jun-2013,2013,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Boogie Boarding,F,10,Puncture marks to hand,Not Fatal,Afternoon,4' to 5' shark,
2013.06.06.b,06-Jun-13,2013,Provoked,USA,Florida,"Off Snipe Point, Florida Keys, Monroe County",Fishing for sharks,M,58,Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT,Not Fatal,,"Lemon shark, 4'",
2013.06.06.a,06-Jun-13,2013,Unprovoked,AUSTRALIA,New South Wales,Target Beach,Surfing,M,,"No injury, board damaged",Not Fatal,16h00,6' shark,
2013.05.27.b,27-May-13,2013,Unprovoked,USA,Hawaii,"Halewia, Oahu",Diving,M,32,Lacerations to right hand,Not Fatal,,Galapagos shark,
2013.05.27.a,27-May-13,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,11,Right foot bitten,Not Fatal,Afternoon,,
2013.05.23.b,23-May-13,2013,Unprovoked,BRAZIL,Pernambuco,Coral Cove Beach,,M,41,FATAL,Fatal,,,
2013.05.08.b,08-May-13,2013,Invalid,USA,California,"Tourmaline Surf Park, San Diego County",Surfing,M,42,Shark bites were post-mortem,Not Fatal,,Invalid,
2013.05.08.a,08-May-13,2013,Unprovoked,REUNION,Saint-Gilles,Brisant Beach,Body boarding,M,36,FATAL,Fatal,08h20,Bull shark,
2013.05.04.a,04-May-13,2013,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,16,Lacerations to left foot and ankle,Not Fatal,11h15,a small shark,
2013.04.28,28-Apr-13,2013,Provoked,AUSTRALIA,New South Wales,Emerald Beach,Fishing,M,,Foot bitten by landed shark PROVOKED INCIDENT,Not Fatal,,"Wobbegong, 2m",
2013.04.24,24-Apr-13,2013,Unprovoked,MEXICO,Quintana Roo,"Seagull Beach, Cancun",Swimming,F,34,Avulsion injury  to lower right leg,Not Fatal,13h40,Tiger shark,
2013.04.21,21-Apr-13,2013,Unprovoked,AUSTRALIA,New South Wales,Crowdy Head,Fishing,M,51,Puncture wounds and lacerations to both legs,Not Fatal,14h00,"Grey nurse shark, 3m",
2013.04.17,17-Apr-13,2013,Unprovoked,USA,Florida,"Near Boynton Beach, Palm Beach County",Playing in the surf,M,9,Lacerations to right foot,Not Fatal,10h30,3' shark,
2013.04.14,14-Apr-13,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,False Bay,Free diving,M,,"""Light scratch on hand/wrist area""",Not Fatal,,Blue shark,
2013.04.13.b,13-Apr-13,2013,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Minor lacerations to right hand,Not Fatal,13h30,Bull shark,
2013.04.04,04-Apr-13,2013,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Swimming,M,50,Lacerations to hand,Not Fatal,,,
2013.04.02.R,Reported 02-Apr-2013,2013,Invalid,AUSTRALIA,Western Australia,Perth,,M,24,Disappeared. No evidence that he was taken by a shark,Not Fatal,,shark involvement not confirmed,
2013.04.02.a,02-Apr-13,2013,Unprovoked,USA,Hawaii,Ka’anapali Shores,Surfing,M,58,Right thigh bitten,Not Fatal,08h30,4' shark,
2013.03.31,31-Mar-13,2013,Invalid,AUSTRALIA,New South Wales,Terrigal Beach,Surfing,M,47,Never happened; it was a  hoax,Not Fatal,,No shark involvement,
2013.03.21,21-Mar-13,2013,Unprovoked,BAHAMAS,Eleuthera,Savannah Sound,Fly fishing,M,50,Left foot bitten,Not Fatal,,,
2013.03.16.b,16-Mar-13,2013,Provoked,SOUTH AFRICA,Western Cape Province,De Mond,Fishing - 'tag & release',M,30,Lacerations to left calf and heel from hooked shark PROVOKED INCIDENT,Not Fatal,09h00,"Raggedtooth shark, 1.5 m",
2013.03.16.a,16-Mar-13,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Hawston Beach,Surfing,M,,"No injury, surfboard bitten",Not Fatal,,,
2013.03.10.b,10-Mar-13,2013,Unprovoked,AUSTRALIA,Western Australia,African Reef off Geraldton,Spearfishing,M,28,Laceration to left hand,Not Fatal,09h00,"Bronze whaler shark, 2.5m",
2013.03.03,03-Mar-13,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Swimming,M,39,Injuries to arms & hands,Not Fatal,,,
2013.02.27,27-Feb-13,2013,Unprovoked,NEW ZEALAND,North Island,Muriwai,Swimming,M,46,FATAL,Fatal,13h24,"White shark, 4m",
2013.02.21.b,21-Feb-13,2013,Unprovoked,USA,Hawaii,"Ka'anapali, Honokowai, Maui",Surfing,,,Lacerations to right leg,Not Fatal,18h00,reef shark?,
2013.02.21.a,21-Feb-13,2013,Unprovoked,USA,Hawaii,"Paia Bay, Maui",Surfing,M,,"No injury, shark bit rail of foam board",Not Fatal,18h00,reef shark?,
2013.02.10,10-Feb-13,2013,Unprovoked,USA,Florida,"""Stuart Rocks"", Martin County",Surfing,M,16,Lacerations to right hand,Not Fatal,14h00,"Blacktip shark, 4' to 5'",
2013.01.26,26-Jan-13,2013,Watercraft,AUSTRALIA,Victoria,Cape Nelson,Fishing,M,,"No injury to occupants, shark bit propeller",Not Fatal,,"White shark, 5m",
2013.01.25,25-Jan-13,2013,Unprovoked,AUSTRALIA,Queensland,Noosa,Surfing,M,,Lacerations to neck,Not Fatal,,,
2013.01.21.R,Reported 21-Jan-2013,2013,Invalid,AUSTRALIA,Queensland,Bullcock Beach,Dragging stranded shark into deeper water,M,62,"No injury, a 3 m blue shark merely snapped at the man.",Not Fatal,,,
2013.01.16,16-Jan-13,2013,Unprovoked,USA,Hawaii,Kiholo Bay,Surfing,M,43,Left forearm bitten ,Not Fatal,16h30,"Tiger shark, 15'",
2013.01.13,13-Jan-13,2013,Unprovoked,NEW ZEALAND,Mercury Islands,Great Mercury Island,Spearfishing,M,,Minor cut on finger,Not Fatal,,"Bronze whaler shark, 3m",
2013.01.05,05-Jan-13,2013,Unprovoked,AUSTRALIA,Western Australia,Near Legendre Island,Spearfishing / Free diving,M,26,Calf & shin bitten ,Not Fatal,10h00,,
2012.12.31,31-Dec-12,2012,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Swimming,M,,Lower leg or ankle bitten,Not Fatal,14h00,,
2012.12.30,30-Dec-12,2012,Unprovoked,AUSTRALIA,New South Wales,Between Dee Why and Long Reef,Surfing,M,23,"No injury, chunk missing from surfboard",Not Fatal,12h45,2.5 m shark,
2012.12.28,28-Dec-12,2012,Unprovoked,AUSTRALIA,New South Wales,"Kylie's Beach, Diamond Head",Paddle boarding,M,29,Lacerations to thigh and hand,Not Fatal,10h45,"Bull shark, 2m ",
2012.12.25,25-Dec-12,2012,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Swimming,M,20,FATAL,Fatal,,Tiger shark,
2012.12.19,19-Dec-12,2012,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Surfing,M,32,No injury,Not Fatal,830,"Tiger shark, 6'",
2012.12.05,05-Dec-12,2012,Unprovoked,USA,Hawaii,Kauai,Surfing,M,60,Lacerations to left foot,Not Fatal,13h20,10' shark,
2012.12.02,02-Dec-12,2012,Unprovoked,AUSTRALIA,New South Wales,Green Island,Spearfishing,M,31,Minor puncture wounds to knee,Not Fatal,16h45,Sandtiger shark,
2012.12.00,Dec-12,2012,Unprovoked,NEW ZEALAND,South Island,"Sunday Cove, Fiordland",Scuba diving,F,25,"No injury, shark grabbed hood",Not Fatal,,Seven-gill shark,
2012.11.30,30-Nov-12,2012,Unprovoked,USA,Hawaii,"Kihei, Maui",Snorkeling,M,61,Lacerations to thigh & lower left leg,Not Fatal,09h40,"Tiger shark, 10'",
2012.11.27,27-Nov-12,2012,Invalid,AUSTRALIA,Queensland,Mooloolaba,,M,20,"Injury to ankle caused  by a stingray, not a shark",Not Fatal,14h50,No shark involvement,
2012.11.22,22-Nov-12,2012,Unprovoked,MEXICO,Sinaloa,Nuevo Altata,Swimming,M,32,FATAL,Fatal,11h40,2.5 m shark,
2012.11.19,19-Nov-12,2012,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,14,Minor lacerations to left foot & heel,Not Fatal,17h30,2' to 3' shark,
2012.11.04.b,04-Nov-12,2012,Unprovoked,USA,Hawaii,"Makena Landing, Maui",Diving,M,30,Right lower leg and foot bitten,Not Fatal,08h30,"Tiger shark, 15'",
2012.11.04.a,04-Nov-12,2012,Unprovoked,USA,Hawaii,"Davidson's Surf Break, Kekaha, Kaua'i",Surfing,M,43,"No injury, surfboard bitten",Not Fatal,08h10,"Tiger shark, 8'",
2012.10.30,30-Oct-12,2012,Unprovoked,USA,California,"Humboldt Bay, Eureka, Humboldt County",Surfing,M,25,Multiple lacerations to torso,Not Fatal,12h00,White shark,
2012.10.27,27-Oct-12,2012,Unprovoked,USA,Hawaii,"Makena Landing, Maui",Swimming,F,51,"Puncture wounds to thigh, defense wounds  to hand",Not Fatal,15h56,"Tiger shark, 10' to 12' ",
2012.10.23,23-Oct-12,2012,Unprovoked,USA,California,"Surf Beach, Lompoc, Santa Barbara County",Surfing,M,39,FATAL,Fatal,11h00,"White shark, 15' to 16' ",
